[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.02MiB / 3.871GiB, 0.28%, 118MB / 84.7MB, 0B / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.32%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.15%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 462kB / 262kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.81%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.15%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 462kB / 262kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.81%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.86%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.70%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 462kB / 262kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.99%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.86%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.70%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 462kB / 262kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.99%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.94%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.09%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.40%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.94%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.09%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.40%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.55%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.55%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.32%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.24%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.61%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.62%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.32%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.24%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.61%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.62%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.23%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.23%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.31%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.91%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.90%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.31%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 462kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.91%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.19%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.51%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.19%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.51%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.19%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.51%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.08%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.38%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.83%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.08%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 140kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.38%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.83%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.39%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.12%, 4.125MiB / 50MiB, 8.25%, 141kB / 232kB, 0B / 0B
OK,9,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,9,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.18MiB / 500MiB, 5.44%, 1.84MB / 325kB, 27.8MB / 0B
OK,9,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.39%, 5.875MiB / 125MiB, 4.70%, 463kB / 263kB, 160kB / 0B
OK,9,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,9,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.88%, 12.47MiB / 3.871GiB, 0.31%, 82.6MB / 117MB, 4.66MB / 0B
[2J[HOK,9,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.39%, 11.03MiB / 3.871GiB, 0.28%, 118MB / 84.8MB, 0B / 0B
OK,9,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.12%, 4.125MiB / 50MiB, 8.25%, 141kB / 232kB, 0B / 0B
