[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.6MB, 0B / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.92%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.43%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.7MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.21%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.63%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.43%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.7MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.21%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.63%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.87%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.7MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.89%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.87%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.7MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.89%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.10%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.71%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.37%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.10%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.71%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.37%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.09%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.66%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.64%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.09%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 216kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.66%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.64%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.58%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.10%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.77%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.58%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.04%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.10%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.42%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.77%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.59%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.03%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.43%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.59%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.03%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.43%, 12.46MiB / 3.871GiB, 0.31%, 75.7MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.71%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.71%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.68%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 431kB / 245kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.85%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.68%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 432kB / 246kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.85%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.68%, 27.16MiB / 500MiB, 5.43%, 1.71MB / 303kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 432kB / 246kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.85%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.30%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.33%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.74%, 27.17MiB / 500MiB, 5.43%, 1.72MB / 304kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 432kB / 246kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.79%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.30%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.33%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.74%, 27.17MiB / 500MiB, 5.43%, 1.72MB / 304kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 432kB / 246kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.79%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.35%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.72MB / 304kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.875MiB / 125MiB, 4.70%, 432kB / 246kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.33%, 12.46MiB / 3.871GiB, 0.31%, 75.8MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.35%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.8MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.125MiB / 50MiB, 8.25%, 131kB / 217kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
