[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.26MiB / 3.871GiB, 0.28%, 136MB / 98.6MB, 0B / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.52%, 12.47MiB / 3.871GiB, 0.31%, 96.2MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.61%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.6MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 153kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.14%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 506kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.79%, 12.47MiB / 3.871GiB, 0.31%, 96.2MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.61%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.6MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 153kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.14%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 506kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.79%, 12.47MiB / 3.871GiB, 0.31%, 96.2MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.57%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.11%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.59%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.20%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.57%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.11%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.59%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.20%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.72%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.21%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.72%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.21%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.74%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.54%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.43%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.39%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.74%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.54%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 356kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.43%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.39%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.24%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.54%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.47%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.24%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 254kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.54%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.875MiB / 125MiB, 4.70%, 507kB / 288kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.47%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.15%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.44%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.59%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.15%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.44%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.59%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.52%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.00%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.52%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.00%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.52%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.97%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.72%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.66%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.52%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.97%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.72%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.879MiB / 125MiB, 4.70%, 507kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.66%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.52%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.97%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.879MiB / 125MiB, 4.70%, 508kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.66%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.23%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.879MiB / 125MiB, 4.70%, 508kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.64%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.23%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.879MiB / 125MiB, 4.70%, 508kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.64%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.09%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.37%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 3.29%, 29.23MiB / 500MiB, 5.85%, 2.02MB / 357kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.879MiB / 125MiB, 4.70%, 508kB / 289kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.07%, 12.47MiB / 3.871GiB, 0.31%, 96.3MB / 136MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.09%, 11.26MiB / 3.871GiB, 0.28%, 137MB / 98.7MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 154kB / 255kB, 0B / 0B
