[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.01%, 10MiB / 3.871GiB, 0.25%, 37.9MB / 27.9MB, 0B / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.836MiB / 125MiB, 4.67%, 112kB / 63.7kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.39%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.05%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.99%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.05%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.99%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.63%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.35%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.63%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.35%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.75%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.836MiB / 125MiB, 4.67%, 113kB / 63.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.75%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 37.9MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.79%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.1kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.02%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.836MiB / 125MiB, 4.67%, 113kB / 64kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.74%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.79%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.1kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.02%, 25.37MiB / 500MiB, 5.07%, 432kB / 78.3kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.836MiB / 125MiB, 4.67%, 113kB / 64kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.74%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.48%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.1kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.836MiB / 125MiB, 4.67%, 113kB / 64kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.05%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.48%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.1kB / 55.6kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.836MiB / 125MiB, 4.67%, 113kB / 64kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.05%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.99%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.41%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.94%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.99%, 10MiB / 3.871GiB, 0.25%, 38.1MB / 28MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.41%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.94%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.85%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.70%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.85%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.70%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.44%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.29%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.44%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.29%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.44%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.33%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.29%, 11MiB / 3.871GiB, 0.28%, 27.5MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.40%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.33%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.13%, 11.01MiB / 3.871GiB, 0.28%, 27.6MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.40%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.33%, 25.37MiB / 500MiB, 5.07%, 434kB / 78.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.13%, 11.01MiB / 3.871GiB, 0.28%, 27.6MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.16%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.02MiB / 50MiB, 4.04%, 36.2kB / 55.8kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.92%, 25.37MiB / 500MiB, 5.07%, 436kB / 79kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.836MiB / 125MiB, 4.67%, 113kB / 64.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.88%, 11.01MiB / 3.871GiB, 0.28%, 27.6MB / 38MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 13.16%, 10MiB / 3.871GiB, 0.25%, 38.2MB / 28.1MB, 0B / 0B
