[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53kB / 90kB, 1.29MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.31%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.3MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.539MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.62MiB / 500MiB, 5.12%, 712kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.5kB / 90.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.57%, 5.668MiB / 3.703GiB, 0.15%, 38.6MB / 28.7MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.64%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.3MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.539MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.16%, 25.62MiB / 500MiB, 5.12%, 712kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.5kB / 90.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.57%, 5.668MiB / 3.703GiB, 0.15%, 38.6MB / 28.7MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.64%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.3MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.539MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.16%, 25.62MiB / 500MiB, 5.12%, 712kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.5kB / 90.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.03%, 5.668MiB / 3.703GiB, 0.15%, 38.6MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.90%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.32%, 5.539MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.61%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.5kB / 90.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.03%, 5.668MiB / 3.703GiB, 0.15%, 38.6MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.90%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.32%, 5.539MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.61%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.58%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.49%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.58%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.49%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.93%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.34%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.93%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.34%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.04%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.00%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.04%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.00%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.04%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.00%, 6.797MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.543MiB / 125MiB, 4.43%, 186kB / 109kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 25.63MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.49%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.79%, 6.812MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.543MiB / 125MiB, 4.43%, 186kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.42%, 25.64MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.49%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.79%, 6.812MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.543MiB / 125MiB, 4.43%, 186kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.42%, 25.64MiB / 500MiB, 5.13%, 714kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.98%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.29%, 6.812MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.543MiB / 125MiB, 4.43%, 186kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.38%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.6kB / 91kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.98%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.29%, 6.812MiB / 3.703GiB, 0.18%, 27.9MB / 38.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.543MiB / 125MiB, 4.43%, 186kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.38%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.762MiB / 50MiB, 5.52%, 53.7kB / 91.2kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.87%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.51%, 6.812MiB / 3.703GiB, 0.18%, 28MB / 38.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 1.12%, 5.543MiB / 125MiB, 4.43%, 187kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.762MiB / 50MiB, 5.52%, 53.7kB / 91.2kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.87%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.51%, 6.812MiB / 3.703GiB, 0.18%, 28MB / 38.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 1.12%, 5.543MiB / 125MiB, 4.43%, 187kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.7kB / 91.2kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.96%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.21%, 6.812MiB / 3.703GiB, 0.18%, 28MB / 38.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.543MiB / 125MiB, 4.43%, 187kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.7kB / 91.2kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.96%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.21%, 6.812MiB / 3.703GiB, 0.18%, 28MB / 38.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.543MiB / 125MiB, 4.43%, 187kB / 110kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.64MiB / 500MiB, 5.13%, 717kB / 130kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53.7kB / 91.2kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.85%, 5.668MiB / 3.703GiB, 0.15%, 38.7MB / 28.8MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.34%, 6.812MiB / 3.703GiB, 0.18%, 28MB / 38.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.543MiB / 125MiB, 4.43%, 187kB / 110kB, 5.39MB / 0B
